,symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,price,city-L/100km,highway-L/100km,fuel-type-diesel,fuel-type-gas,aspiration-std,aspiration-turbo,num-doors-four,num-doors-two,engine-location-front,engine-location-rear,horsepower-binned,price-binned
103,3,194,nissan,std,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3071,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,17199.0,12.368421052631579,9.4,0,1,1,0,0,1,1,0,Medium,Low
104,3,194,nissan,turbo,two,hatchback,rwd,front,91.3,0.8202787121576165,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,7.8,200.0,5200.0,19699.0,13.823529411764707,10.217391304347826,0,1,0,1,0,1,1,0,High,Medium
105,1,231,nissan,std,two,hatchback,rwd,front,99.2,0.857760691975012,0.9430555555555556,0.831103678929766,3139,ohcv,six,181,mpfi,3.43,3.27,9.0,160.0,5200.0,18399.0,12.368421052631579,9.4,0,1,1,0,0,1,1,0,Medium,Low
106,0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3020,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,11900.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
107,0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3197,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,13200.0,8.392857142857142,7.121212121212121,1,0,0,1,1,0,1,0,Low,Low
108,0,122,peugot,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3230,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,12440.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
109,0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3430,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,13860.0,9.4,9.4,1,0,0,1,1,0,1,0,Low,Low
110,0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,15580.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
111,0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,16900.0,8.392857142857142,7.121212121212121,1,0,0,1,1,0,1,0,Low,Low
112,0,122,peugot,std,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.948160535117057,3285,l,four,120,mpfi,3.46,2.19,8.4,95.0,5000.0,16695.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
113,0,122,peugot,turbo,four,wagon,rwd,front,114.2,0.9557904853435849,0.9500000000000001,0.9816053511705687,3485,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,17075.0,9.4,9.4,1,0,0,1,1,0,1,0,Low,Low
114,0,161,peugot,std,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3075,l,four,120,mpfi,3.46,3.19,8.4,97.0,5000.0,16630.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
115,0,161,peugot,turbo,four,sedan,rwd,front,107.9,0.897164824603556,0.9500000000000001,0.948160535117057,3252,l,four,152,idi,3.7,3.52,21.0,95.0,4150.0,17950.0,8.392857142857142,7.121212121212121,1,0,0,1,1,0,1,0,Low,Low
116,0,161,peugot,turbo,four,sedan,rwd,front,108.0,0.897164824603556,0.9486111111111111,0.9364548494983278,3130,l,four,134,mpfi,3.61,3.21,7.0,142.0,5600.0,18150.0,13.055555555555555,9.791666666666666,0,1,0,1,1,0,1,0,Medium,Low
117,1,119,plymouth,std,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,1918,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,5572.0,6.351351351351352,5.7317073170731705,0,1,1,0,0,1,1,0,Low,Low
118,1,119,plymouth,turbo,two,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8494983277591973,2128,ohc,four,98,spdi,3.03,3.39,7.6,102.0,5500.0,7957.0,9.791666666666666,7.833333333333333,0,1,0,1,0,1,1,0,Low,Low
119,1,154,plymouth,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6229.0,7.580645161290323,6.184210526315789,0,1,1,0,1,0,1,0,Low,Low
120,1,154,plymouth,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,6692.0,7.580645161290323,6.184210526315789,0,1,1,0,1,0,1,0,Low,Low
121,1,154,plymouth,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7609.0,7.580645161290323,6.184210526315789,0,1,1,0,1,0,1,0,Low,Low
122,-1,74,plymouth,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,8921.0,9.791666666666666,7.833333333333333,0,1,1,0,1,0,1,0,Low,Low
123,3,122,plymouth,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12764.0,12.368421052631579,9.791666666666666,0,1,0,1,0,1,1,0,Medium,Low
124,3,186,porsche,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,22018.0,12.368421052631579,8.703703703703704,0,1,1,0,0,1,1,0,Medium,Medium
125,3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,32528.0,13.823529411764707,9.4,0,1,1,0,0,1,0,1,High,High
126,3,122,porsche,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,34028.0,13.823529411764707,9.4,0,1,1,0,0,1,0,1,High,High
127,3,122,porsche,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,37028.0,13.823529411764707,9.4,0,1,1,0,0,1,0,1,High,High
129,0,122,renault,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.22277227722772,5125.990099009901,9295.0,10.217391304347826,7.580645161290323,0,1,1,0,1,0,1,0,Low,Low
130,2,122,renault,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.9249999999999999,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.22277227722772,5125.990099009901,9895.0,10.217391304347826,7.580645161290323,0,1,1,0,0,1,1,0,Low,Low
131,3,150,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11850.0,11.19047619047619,8.392857142857142,0,1,1,0,0,1,1,0,Low,Low
132,2,104,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,12170.0,11.19047619047619,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
133,3,150,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,15040.0,11.19047619047619,8.392857142857142,0,1,1,0,0,1,1,0,Low,Low
134,2,104,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,15510.0,11.19047619047619,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
135,3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18150.0,12.368421052631579,9.038461538461538,0,1,0,1,0,1,1,0,Medium,Low
136,2,104,saab,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,18620.0,12.368421052631579,9.038461538461538,0,1,0,1,1,0,1,0,Medium,Medium
137,2,83,subaru,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,5118.0,7.580645161290323,6.527777777777778,0,1,1,0,0,1,1,0,Low,Low
138,2,83,subaru,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7053.0,9.038461538461538,7.580645161290323,0,1,1,0,0,1,1,0,Low,Low
139,2,83,subaru,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,7603.0,9.038461538461538,7.580645161290323,0,1,1,0,0,1,1,0,Low,Low
140,0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7126.0,7.34375,6.351351351351352,0,1,1,0,1,0,1,0,Low,Low
141,0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,7775.0,8.392857142857142,7.121212121212121,0,1,1,0,1,0,1,0,Low,Low
142,0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9960.0,9.038461538461538,7.34375,0,1,1,0,1,0,1,0,Low,Low
143,0,102,subaru,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9233.0,9.791666666666666,9.4,0,1,1,0,1,0,1,0,Low,Low
144,0,102,subaru,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11259.0,9.791666666666666,8.10344827586207,0,1,0,1,1,0,1,0,Low,Low
145,0,89,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,7463.0,8.392857142857142,7.34375,0,1,1,0,1,0,1,0,Low,Low
146,0,89,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,10198.0,9.4,7.580645161290323,0,1,1,0,1,0,1,0,Low,Low
147,0,85,subaru,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8013.0,10.217391304347826,8.10344827586207,0,1,1,0,1,0,1,0,Low,Low
148,0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,11694.0,10.217391304347826,10.217391304347826,0,1,0,1,1,0,1,0,Low,Low
149,1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,5348.0,6.714285714285714,6.0256410256410255,0,1,1,0,0,1,1,0,Low,Low
150,1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6338.0,7.580645161290323,6.184210526315789,0,1,1,0,0,1,1,0,Low,Low
151,1,74,toyota,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6488.0,7.580645161290323,6.184210526315789,0,1,1,0,1,0,1,0,Low,Low
152,0,77,toyota,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6918.0,7.580645161290323,6.351351351351352,0,1,1,0,1,0,1,0,Low,Low
153,0,81,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7898.0,8.703703703703704,7.34375,0,1,1,0,1,0,1,0,Low,Low
154,0,91,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8778.0,8.703703703703704,7.34375,0,1,1,0,1,0,1,0,Low,Low
155,0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6938.0,7.833333333333333,6.351351351351352,0,1,1,0,1,0,1,0,Low,Low
156,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7198.0,7.833333333333333,6.351351351351352,0,1,1,0,1,0,1,0,Low,Low
157,0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7898.0,6.911764705882353,6.527777777777778,1,0,1,0,1,0,1,0,Low,Low
158,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,7788.0,6.184210526315789,5.0,1,0,1,0,1,0,1,0,Low,Low
159,0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7738.0,6.184210526315789,5.0,0,1,1,0,1,0,1,0,Low,Low
160,0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8358.0,8.392857142857142,6.911764705882353,0,1,1,0,1,0,1,0,Low,Low
161,0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,9258.0,8.392857142857142,6.911764705882353,0,1,1,0,1,0,1,0,Low,Low
162,1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8058.0,8.10344827586207,6.911764705882353,0,1,1,0,0,1,1,0,Low,Low
163,1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8238.0,8.10344827586207,6.911764705882353,0,1,1,0,0,1,1,0,Low,Low
164,1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9298.0,9.038461538461538,8.10344827586207,0,1,1,0,0,1,1,0,Low,Low
165,1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9538.0,9.038461538461538,8.10344827586207,0,1,1,0,0,1,1,0,Low,Low
166,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,8449.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
167,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9639.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
168,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9989.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
169,2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11199.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
170,2,134,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,11549.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
171,2,134,toyota,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,17669.0,9.791666666666666,7.833333333333333,0,1,1,0,0,1,1,0,Low,Low
172,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8948.0,8.10344827586207,6.911764705882353,0,1,1,0,1,0,1,0,Low,Low
173,-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,10698.0,7.833333333333333,7.121212121212121,1,0,0,1,1,0,1,0,Low,Low
174,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,9988.0,8.703703703703704,7.34375,0,1,1,0,1,0,1,0,Low,Low
175,-1,65,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,10898.0,8.703703703703704,7.34375,0,1,1,0,1,0,1,0,Low,Low
176,-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,11248.0,8.703703703703704,7.34375,0,1,1,0,1,0,1,0,Low,Low
177,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,16558.0,11.75,9.791666666666666,0,1,1,0,0,1,1,0,Medium,Low
178,3,197,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,15998.0,12.368421052631579,9.791666666666666,0,1,1,0,0,1,1,0,Medium,Low
179,-1,90,toyota,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,15690.0,11.75,9.791666666666666,0,1,1,0,1,0,1,0,Medium,Low
180,-1,122,toyota,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,15750.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Medium,Low
181,2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7775.0,6.351351351351352,5.108695652173913,1,0,1,0,0,1,1,0,Low,Low
182,2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,7975.0,8.703703703703704,6.911764705882353,0,1,1,0,0,1,1,0,Low,Low
183,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,7995.0,6.351351351351352,5.108695652173913,1,0,1,0,1,0,1,0,Low,Low
184,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8195.0,8.703703703703704,6.911764705882353,0,1,1,0,1,0,1,0,Low,Low
185,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8495.0,8.703703703703704,6.911764705882353,0,1,1,0,1,0,1,0,Low,Low
186,2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,9495.0,6.351351351351352,5.595238095238095,1,0,0,1,1,0,1,0,Low,Low
187,2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9995.0,9.038461538461538,7.34375,0,1,1,0,1,0,1,0,Low,Low
188,3,122,volkswagen,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,11595.0,9.791666666666666,8.10344827586207,0,1,1,0,0,1,1,0,Low,Low
189,3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9980.0,9.791666666666666,8.10344827586207,0,1,1,0,0,1,1,0,Low,Low
190,0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,13295.0,12.368421052631579,9.791666666666666,0,1,1,0,1,0,1,0,Low,Low
191,0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,13845.0,7.121212121212121,6.184210526315789,1,0,0,1,1,0,1,0,Low,Low
192,0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,12290.0,9.4,7.580645161290323,0,1,1,0,1,0,1,0,Low,Low
193,-2,103,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12940.0,10.217391304347826,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
194,-1,74,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,13415.0,10.217391304347826,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
195,-2,103,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,15985.0,9.791666666666666,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
196,-1,74,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16515.0,9.791666666666666,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
197,-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18420.0,13.823529411764707,10.681818181818182,0,1,0,1,1,0,1,0,Medium,Low
198,-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,18950.0,13.823529411764707,10.681818181818182,0,1,0,1,1,0,1,0,Medium,Medium
199,-1,95,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,16845.0,10.217391304347826,8.392857142857142,0,1,1,0,1,0,1,0,Low,Low
200,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19045.0,12.368421052631579,9.4,0,1,0,1,1,0,1,0,Medium,Medium
201,-1,95,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,21485.0,13.055555555555555,10.217391304347826,0,1,1,0,1,0,1,0,Medium,Medium
202,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,22470.0,9.038461538461538,8.703703703703704,1,0,0,1,1,0,1,0,Low,Medium
203,-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,22625.0,12.368421052631579,9.4,0,1,0,1,1,0,1,0,Low,Medium
